x,y,z,cluster
-0.219609951,0.092034718,0.08496985,#d62728
-0.576346601,-0.018619456,0.554202429,#d62728
0.080298331,0.408429914,0.340560001,#d62728
-0.190158462,0.126990486,0.052497302,#d62728
0.035448539,0.507247461,-0.080995181,#d62728
-0.542178293,-0.263795202,0.46958006,#d62728
0.699423549,-0.272967033,0.015384778,#1f77b4
-0.373369622,-0.216570539,-0.155180818,#d62728
0.027759515,0.103973491,-0.236521717,#d62728
0.169029256,0.243970846,-0.104778134,#d62728
-0.163148395,0.144591967,-0.107938792,#d62728
-0.120359434,-0.188745303,-0.10670119,#d62728
-0.490003061,-0.221927649,0.065512418,#d62728
-0.364396694,-0.186508271,0.044232749,#d62728
-0.541817009,-0.293462342,0.031036684,#d62728
-0.155968549,0.082618199,0.144201941,#d62728
-0.118803368,-0.085285868,-0.18964246,#d62728
0.757303623,-0.155181067,0.078493347,#1f77b4
-0.225378354,0.001572439,-0.294660164,#d62728
0.745150336,-0.20141894,0.103757641,#1f77b4
0.036658434,0.371771853,-0.060516058,#d62728
-0.083890746,0.161377711,-0.18778453,#d62728
0.243149607,0.351420755,-0.058245643,#d62728
0.09502498,0.609545998,0.199751879,#d62728
-0.1978457,0.045201056,-0.156182446,#d62728
-0.320848757,0.268879282,0.347259581,#d62728
-0.209036074,-0.079923243,0.033640532,#d62728
-0.000782155,0.010905554,-0.21253862,#d62728
0.015780316,0.072853656,-0.283971027,#d62728
-0.116811288,0.212873564,0.278136375,#d62728
-0.274001073,0.026855462,0.144819028,#d62728
-0.016494712,0.054379948,-0.301146729,#d62728
0.155361349,0.340343883,0.037926302,#d62728
-0.661368537,-0.217177584,0.56627929,#d62728
0.059239235,0.158344101,-0.227797833,#d62728
-0.350712673,-0.032477491,-0.023587104,#d62728
0.692838237,-0.212594797,0.178233304,#1f77b4
-0.317379791,0.193271667,0.26768644,#d62728
0.86331659,0.001755856,0.122860493,#1f77b4
-0.12093834,0.06118286,-0.173901077,#d62728
0.074841755,0.258185926,-0.148281636,#d62728
-0.383243195,-0.212256278,0.350052332,#d62728
-0.125424932,0.074703627,-0.07207842,#d62728
-0.203796628,0.152076586,0.132607018,#d62728
-0.199044721,-0.029234329,-0.175115123,#d62728
-0.032966228,-0.357371945,0.246245718,#d62728
-0.031252433,0.156472119,-0.140149221,#d62728
0.692124741,-0.235056339,0.084976593,#1f77b4
-0.1976864,-0.028965261,0.142413025,#d62728
-0.285700442,-0.240568862,-0.067815557,#d62728
-0.110694171,0.265957256,-0.000655348,#d62728
-0.368632782,-0.055051655,0.495315194,#d62728
-0.263421119,0.075751503,0.027307202,#d62728
-0.294736832,-0.0018571,-0.090107084,#d62728
-0.044431943,0.12442076,-0.277961219,#d62728
-0.025770639,0.067782808,-0.194223058,#d62728
-0.195503382,0.02959851,-0.047273277,#d62728
-0.337028192,-0.117946658,0.376265863,#d62728
-0.15590678,0.167070522,0.110933327,#d62728
-0.1556587,-0.141281817,-0.240929046,#d62728
-0.23733675,-0.158602659,0.105914816,#d62728
-0.095702481,-0.042168779,-0.234554862,#d62728
-0.538119425,-0.259716548,0.265856262,#d62728
0.167882176,0.436736063,0.225431235,#d62728
0.150888032,0.341277618,-0.110127398,#d62728
-0.137073595,-0.02476203,-0.215945692,#d62728
-0.203541831,-0.054950825,-0.116299899,#d62728
0.192040353,0.08838663,-0.228006193,#d62728
-0.103589015,0.114663522,-0.196146266,#d62728
-0.095022069,-0.082391894,-0.11712599,#d62728
-0.25010679,0.04815999,-0.07532753,#d62728
-0.127270027,0.138493273,-0.218452356,#d62728
-0.08016335,0.058146315,-0.306278152,#d62728
0.075485329,0.246442179,-0.284018501,#d62728
0.751174372,-0.173372882,0.064046789,#1f77b4
-0.115139403,0.169424635,-0.203701436,#d62728
-0.44086067,-0.311073538,0.136117901,#d62728
0.528629999,-0.534226983,0.012607957,#1f77b4
0.62885784,-0.415652833,-0.050546988,#1f77b4
-0.385723082,-0.311662143,-0.072276628,#d62728
0.737737729,-0.166295044,0.115002683,#1f77b4
0.705440058,-0.260425657,0.038639133,#1f77b4
-0.16294931,-0.004771658,-0.168841691,#d62728
-0.311983419,-0.014263348,0.330417301,#d62728
-0.405575048,-0.20862397,-0.196224138,#d62728
-0.24232951,0.10660486,-0.104603999,#d62728
0.598138624,0.292590029,0.184113524,#1f77b4
-0.282666576,-0.071353782,0.100203521,#d62728
0.236666191,0.213473844,-0.152282477,#d62728
-0.086960983,-0.005590838,-0.209220236,#d62728
-0.259684667,-0.053754213,-0.185248949,#d62728
0.22426321,0.30370394,0.029695164,#d62728
-0.243213003,0.170163402,0.291918161,#d62728
0.134682817,0.536168856,0.120248351,#d62728
-0.17245726,0.030613555,-0.236357208,#d62728
-0.023922327,0.063925396,-0.098996985,#d62728
-0.217824331,-0.126035074,0.22876818,#d62728
-0.272217588,-0.096295204,0.399169159,#d62728
-0.111664154,0.025531137,-0.253402319,#d62728
-0.356450496,-0.122779016,0.146857911,#d62728
-0.111048359,-0.002076236,-0.018550726,#d62728
-0.013035772,-0.0233675,-0.387681205,#d62728
-0.042654975,0.041646679,-0.238583417,#d62728
-0.581272282,-0.289639312,0.221068865,#d62728
-0.264519602,-0.163811207,-0.223063764,#d62728
-0.024390689,0.077543974,-0.250341069,#d62728
-0.378531477,-0.169797868,-0.179278486,#d62728
0.369795725,0.073366477,-0.084885984,#1f77b4
-0.098531029,0.088975951,0.094836522,#d62728
0.758390321,-0.197947029,0.056709008,#1f77b4
-0.104946719,-0.061873116,-0.205675801,#d62728
-0.407317869,0.013097776,0.138990066,#d62728
-0.293566149,-0.006239459,-0.151311933,#d62728
-0.404785301,-0.234186898,-0.102163102,#d62728
-0.059710647,0.093458979,-0.040829819,#d62728
-0.462402045,-0.061123177,0.065319875,#d62728
0.017887759,0.123263992,-0.151384728,#d62728
0.100174808,0.251692244,-0.058431279,#d62728
0.110414259,0.487426931,0.386142323,#d62728
-0.001115025,0.310390467,-0.066478141,#d62728
-0.162993647,-0.068315802,-0.187159579,#d62728
-0.331927289,0.17187047,0.264508916,#d62728
0.063246515,-0.042318789,-0.322749263,#d62728
0.012218745,0.256580141,-0.091462032,#d62728
-0.16268581,-0.187288903,0.27219668,#d62728
-0.435935938,-0.009873503,0.226624022,#d62728
0.874280659,0.086256631,0.19114146,#1f77b4
0.736530763,-0.133502456,0.123904145,#1f77b4
0.072112668,0.39820283,-0.017206213,#d62728
-0.0371584,0.466184604,0.099833376,#d62728
-0.10601802,0.280607122,0.109019416,#d62728
-0.266764632,-0.107789839,-0.267959842,#d62728
-0.49277989,-0.201583286,0.187103025,#d62728
0.244029983,0.521255516,0.293977059,#d62728
-0.316899363,0.232347311,0.331992789,#d62728
-0.327356357,-0.22658496,0.078795569,#d62728
-0.104074248,0.065550553,-0.293945532,#d62728
0.772368981,-0.096213943,0.1535164,#1f77b4
0.019734546,0.171448741,-0.015524916,#d62728
-0.482223241,-0.326895679,0.058052483,#d62728
0.055477307,0.317570811,-0.108773017,#d62728
-0.160374759,0.071126304,0.127390623,#d62728
-0.115353682,-0.005203904,-0.209406563,#d62728
0.821212189,0.073364403,0.274614581,#1f77b4
0.845654215,-0.020234295,0.120725895,#1f77b4
-0.113060574,0.109317235,-0.048982586,#d62728
-0.209804063,0.282632321,0.105307225,#d62728
-0.050484005,0.060715142,-0.175025295,#d62728
-0.118146037,-0.109785999,-0.217484731,#d62728
0.068746001,-0.031206211,-0.182428528,#d62728
-0.103945492,-0.114774007,-0.02087285,#d62728
0.616994815,-0.457204552,-0.064124659,#1f77b4
-0.137853415,-0.10489885,-0.093791438,#d62728
-0.238284986,-0.096216695,-0.231007122,#d62728
0.238167113,0.156108327,0.035749926,#d62728
0.013530576,0.090439625,-0.30486766,#d62728
-0.177755806,-0.057721489,-0.119572839,#d62728
-0.174787996,0.048472015,-0.167923008,#d62728
-0.022661307,0.452397272,0.070969784,#d62728
0.168211315,0.282029727,-0.125668755,#d62728
0.031948012,0.175789138,-0.086004641,#d62728
0.057762508,0.222569877,0.325326022,#d62728
-0.207849179,-0.164446322,-0.231281131,#d62728
-0.110952506,-0.009084115,-0.176161864,#d62728
-0.19607034,0.079779465,0.024323599,#d62728
0.602972524,-0.414136016,0.034472059,#1f77b4
0.239878654,0.235549764,0.015261462,#d62728
0.012754878,0.161307176,0.033207298,#d62728
-0.027358167,-0.071011766,0.216138992,#d62728
-0.112042671,0.055137504,-0.259964093,#d62728
-0.049360212,0.151674587,-0.024592303,#d62728
-0.362289875,-0.068675958,-0.013151628,#d62728
-0.546167061,-0.163283078,0.419849057,#d62728
-0.077245887,0.068090768,-0.098754098,#d62728
-0.315549382,-0.202000054,-0.155389201,#d62728
0.876397467,0.082934435,0.180679329,#1f77b4
-0.119410891,0.130492669,-0.177124987,#d62728
-0.216728166,-0.029224404,-0.262793785,#d62728
-0.1211444,0.042452714,-0.058046461,#d62728
0.061028022,0.207135613,-0.077479318,#d62728
0.218852746,-0.261300332,0.201377714,#1f77b4
-0.279708361,-0.13294251,-0.254338552,#d62728
-0.280902326,0.054322558,0.217221258,#d62728
-0.422283043,-0.158737287,-0.008306343,#d62728
-0.503472796,-0.3337662,-0.012402744,#d62728
0.177475039,0.097442186,-0.091503995,#d62728
-0.25456036,-0.067075622,0.217918425,#d62728
-0.703648429,-0.254358165,0.60706362,#d62728
-0.140454232,0.008051206,-0.218001976,#d62728
-0.111972469,-0.111798879,-0.290179908,#d62728
0.203402716,0.460049872,0.246244485,#d62728
0.254271436,0.292556886,-0.110575165,#d62728
0.005514189,0.107876397,-0.210047678,#d62728
-0.33074553,-0.246710624,0.161513816,#d62728
-0.130754681,-0.0616727,-0.1545618,#d62728
-0.060576831,0.043747612,-0.071181454,#d62728
0.180540421,0.251396109,-0.172057882,#d62728
-0.230233221,0.103461729,-0.103326914,#d62728
-0.105295826,0.01265203,-0.175226089,#d62728
-0.016655784,0.066576366,-0.301226149,#d62728
-0.382313257,-0.108101939,-0.028743382,#d62728
-0.179455051,-0.058570747,0.00495808,#d62728
0.177615551,0.615115079,0.478730118,#d62728
0.030483749,0.046496169,-0.0576046,#d62728
-0.061579756,0.215121969,-0.073498214,#d62728
-0.049819163,0.25720147,-0.015088546,#d62728
-0.317726009,-0.055411066,0.088594939,#d62728
0.545139727,-0.413747915,0.166699906,#1f77b4
-0.219427304,-0.136188834,-0.103172153,#d62728
0.956417813,0.202668455,0.230220785,#1f77b4
-0.268487301,0.06469299,0.115880174,#d62728
-0.189821394,-0.147832968,-0.184365756,#d62728
-0.681838949,-0.348516936,0.191838423,#d62728
-0.009675481,0.033065659,-0.260561119,#d62728
-0.00194778,0.152902534,-0.151708565,#d62728
0.104047907,0.517530157,0.105252231,#d62728
0.038333676,0.314084411,0.486303743,#d62728
0.717473368,-0.236035523,0.029193085,#1f77b4
-0.322907706,-0.01819975,-0.04534362,#d62728
0.53385571,-0.501713129,0.050549357,#1f77b4
0.7406551,-0.115940382,0.17387878,#1f77b4
0.162541525,0.060728938,-0.176118243,#d62728
-0.364467738,-0.217663396,0.011871854,#d62728
0.158470425,0.281417387,-0.214245712,#d62728
0.445474405,-0.549190481,0.145243706,#1f77b4
0.003096318,0.278303398,-0.256629189,#d62728
-0.40235222,-0.102020657,-0.001378764,#d62728
0.538678538,-0.502501798,0.056024706,#1f77b4
-0.082347314,0.145780875,-0.133453256,#d62728
0.680895374,-0.300348167,0.032899912,#1f77b4
-0.04020267,0.164611171,-0.174882173,#d62728
-0.040418806,0.351446386,-0.063067356,#d62728
-0.553574946,0.090462167,0.427795437,#d62728
-0.571423766,-0.318002215,0.067850796,#d62728
-0.265590845,0.065668888,0.222136719,#d62728
-0.101746883,0.010874728,-0.214457741,#d62728
-0.283012739,-0.136268218,0.247183571,#d62728
0.00685501,0.355330912,-0.193621469,#d62728
0.458775403,-0.557323836,0.183802714,#1f77b4
0.689079193,-0.293991856,0.057930679,#1f77b4
-0.285058789,-0.147995814,-0.127972353,#d62728
0.175578787,0.412129316,-0.102167055,#d62728
-0.072837761,-0.170062342,-0.029756627,#d62728
0.585362623,-0.457993667,-0.006462868,#1f77b4
0.711781137,-0.200074364,0.102567268,#1f77b4
0.184882109,0.26311426,-0.006376107,#d62728
0.55866562,-0.429180137,0.103165834,#1f77b4
0.509422324,-0.541810415,0.051814652,#1f77b4
-0.406793657,-0.157527761,0.155675111,#d62728
0.175948692,0.334743143,-0.175146131,#d62728
-0.141063942,-0.035943344,-0.174968696,#d62728
0.805181146,-0.019714343,0.139048477,#1f77b4
-0.073575922,0.268597736,0.264399583,#d62728
-0.182288402,-0.096051503,-0.170793302,#d62728
-0.409666433,-0.222665758,0.144210071,#d62728
-0.265975811,-0.138271422,-0.040451706,#d62728
-0.180373771,-0.050763777,-0.026617358,#d62728
-0.034480242,-0.072918415,-0.217917938,#d62728
-0.202509065,0.094973327,-0.179053822,#d62728
-0.286892474,0.048685412,0.317276024,#d62728
-0.170828111,0.253506021,0.002730708,#d62728
0.012473267,0.456088083,0.003713257,#d62728
-0.345660179,-0.231840673,-0.068273545,#d62728
-0.150482292,0.124371843,-0.094779442,#d62728
-0.049798357,-0.051409912,-0.149790676,#d62728
0.043060936,-0.00197549,-0.188250657,#d62728
-0.161835472,-0.002478844,0.156891299,#d62728
0.010661515,0.39891292,0.180979019,#d62728
-0.277181502,-0.09857644,-0.053527172,#d62728
0.662801523,-0.293793889,0.086761094,#1f77b4
-0.157081807,-0.031254708,-0.140515168,#d62728
-0.19718388,-0.083376917,-0.036423949,#d62728
-0.156288721,0.010481248,-0.2362108,#d62728
-0.338416247,-0.135057269,0.149655009,#d62728
-0.326551046,-0.141312304,-0.14093891,#d62728
-0.368918524,-0.216349502,0.256098532,#d62728
-0.366409455,0.013282998,0.062831064,#d62728
0.790404159,-0.07742203,0.10419633,#1f77b4
-0.289072573,-0.264709996,-0.005279604,#d62728
0.689175716,-0.246305556,0.06877634,#1f77b4
-0.178292859,-0.082362367,-0.311622127,#d62728
0.125212914,0.259159122,-0.067960536,#d62728
0.738808562,-0.136714221,0.157883939,#1f77b4
0.093064827,0.182694307,-0.233037995,#d62728
0.737855088,-0.159922351,0.10651064,#1f77b4
0.625420102,-0.331066165,0.098986908,#1f77b4
0.626911028,-0.354429564,0.034297718,#1f77b4
-0.13551132,-0.079243994,-0.314754328,#d62728
-0.083167537,-0.119314896,0.135735089,#d62728
-0.325493202,-0.154369816,0.038268299,#d62728
0.250615611,0.753730948,-0.037721877,#d62728
-0.510643217,-0.23009522,0.318684523,#d62728
-0.418484904,-0.176426221,0.425525865,#d62728
-0.53729842,-0.21776115,0.258080894,#d62728
-0.334167386,0.109047065,0.415852536,#d62728
0.653502354,-0.292337213,0.090822647,#1f77b4
0.311500829,0.434416687,-0.035753181,#d62728
0.675232015,-0.328268267,0.032846745,#1f77b4
0.20249165,0.363332988,-0.010676766,#d62728
0.053384707,0.112219737,-0.227601464,#d62728
0.023840686,0.1670561,-0.243546482,#d62728
0.178311331,0.233151718,0.018681128,#d62728
-0.274236846,-0.144934377,-0.075017507,#d62728
0.04323859,-0.089422123,-0.185994604,#d62728
-0.426692007,-0.220505455,0.22226343,#d62728
0.780764598,-0.017077903,0.203684177,#1f77b4
0.688984195,-0.083252053,0.335020609,#1f77b4
-0.075823382,-0.102243388,-0.219196214,#d62728
0.017818783,0.379182369,0.566626329,#d62728
-0.551131363,-0.313405307,0.035194753,#d62728
-0.145124579,-0.017868109,-0.334839795,#d62728
0.135016593,0.170011287,-0.149787739,#d62728
-0.124957628,0.002110122,-0.168270893,#d62728
0.112685457,0.514342333,-0.024927548,#d62728
0.661751011,-0.373519383,-0.032110788,#1f77b4
0.438632269,0.681525746,0.497814035,#d62728
-0.077457577,0.176097571,-0.132287885,#d62728
0.664423593,-0.37062476,-0.013290281,#1f77b4
0.106729335,0.418819304,0.11338146,#d62728
-0.238542702,-0.196381218,-0.284061385,#d62728
0.710351336,-0.280008753,0.042681564,#1f77b4
-0.097147866,0.087091512,-0.266445348,#d62728
-0.132908914,0.028188417,-0.294814122,#d62728
-0.489785798,-0.187957679,0.051594962,#d62728
-0.509262151,-0.252400593,0.035663522,#d62728
-0.338237397,0.06953189,0.155318564,#d62728
0.493068656,-0.554524971,0.058876881,#1f77b4
0.157127565,0.310276072,-0.170174809,#d62728
-0.207079378,-0.113765244,-0.215476851,#d62728
-0.473687428,-0.130351499,0.125655629,#d62728
-0.092496274,0.006735265,-0.307448551,#d62728
-0.499239755,-0.145035594,0.116877519,#d62728
0.084059848,0.180051038,-0.212840057,#d62728
-0.605567744,-0.264703764,0.527284943,#d62728
0.426823516,-0.570414449,0.197092599,#1f77b4
-0.330770124,0.052741375,0.080372061,#d62728
-0.184239348,-0.106139077,0.08957654,#d62728
0.140735961,0.64164474,0.195614351,#d62728
-0.168981979,-0.064937101,0.204990081,#d62728
-0.190268545,0.346294977,0.392709358,#d62728
-0.229039728,0.125715712,0.185600243,#d62728
0.80105726,-0.057511975,0.145608148,#1f77b4
0.80069125,-0.023845248,0.173682831,#1f77b4
-0.088859183,-0.094022926,-0.164324783,#d62728
0.597373219,-0.426973157,0.015532178,#1f77b4
0.42363168,-0.164352537,0.108615817,#1f77b4
-0.371155629,-0.109125499,0.077341892,#d62728
-0.389348856,0.050700865,0.22019372,#d62728
-0.052288613,0.014795414,-0.374729309,#d62728
-0.199822119,-0.122800212,0.084879244,#d62728
-0.184207325,0.103067379,0.078337574,#d62728
-0.257277096,-0.152090295,0.009214773,#d62728
-0.105824431,0.039483428,-0.218010397,#d62728
-0.121733643,0.12117359,-0.187790799,#d62728
-0.316509596,-0.194343272,-0.022695565,#d62728
-0.166700146,-0.022056321,-0.244367394,#d62728
-0.215220891,0.072371826,0.236684008,#d62728
-0.449289419,-0.187052571,0.157811545,#d62728
-0.83427109,-0.164912118,0.75697974,#d62728
0.013089295,0.247012154,0.186147644,#d62728
-0.163961963,0.191048693,-0.040349435,#d62728
-0.028496261,0.264858055,0.024305754,#d62728
-0.496800631,-0.019070311,0.531775107,#d62728
0.091073842,0.051047545,-0.221840224,#d62728
-0.02350447,0.262145608,-0.13059656,#d62728
-0.32605895,-0.143591585,-0.126677331,#d62728
0.736673673,-0.197447613,0.06235156,#1f77b4
0.137855864,0.216605543,-0.171887091,#d62728
0.741277381,-0.275488454,-0.025388513,#1f77b4
-0.139760973,-0.107203662,-0.151939749,#d62728
-0.406139943,-0.049630547,0.248757901,#d62728
-0.248519411,-0.061970701,0.233596105,#d62728
-0.08833485,-0.170634615,-0.11287361,#d62728
-0.137468986,-0.04829781,-0.011808754,#d62728
-0.659600279,-0.187188643,0.493319322,#d62728
-0.253356237,0.260090534,0.923841148,#d62728
0.731912866,-0.097851188,0.211037577,#1f77b4
-0.219702524,-0.097586887,-0.255950395,#d62728
0.731912876,-0.247391709,-0.016854036,#1f77b4
-0.344085908,-0.099769632,-0.186988317,#d62728
-0.23960536,0.055475483,-0.024680857,#d62728
-0.154104566,0.25250318,0.087044731,#d62728
0.710194021,-0.19632211,0.143475091,#1f77b4
-0.153170895,-0.138189117,0.034564485,#d62728
-0.288975674,-0.118081565,0.162365518,#d62728
-0.39645717,-0.097987427,-0.018810594,#d62728
-0.273178864,-0.008727055,-0.022119533,#d62728
-0.036672432,0.140324751,0.066100043,#d62728
0.182617429,0.218015469,-0.17635879,#d62728
0.125760936,0.179014605,0.015504062,#d62728
-0.029423671,0.277365007,-0.206509942,#d62728
0.759255999,-0.151225208,0.073452084,#1f77b4
-0.199426489,0.040037483,0.229713883,#d62728
0.019323427,0.005334904,-0.281255064,#d62728
-0.25792219,-0.075833073,0.032086844,#d62728
0.180642793,0.414874686,0.137417409,#d62728
-0.540781714,-0.253129453,0.294021076,#d62728
0.027179598,0.628849539,0.171781698,#d62728
-0.050041048,-0.055812385,-0.157254858,#d62728
0.152602059,0.288958426,-0.0564591,#d62728
-0.14523012,-0.275652382,0.21720965,#d62728
-0.067476591,0.048233463,-0.314946663,#d62728
-0.050350318,0.007168714,-0.195990744,#d62728
-0.089240094,0.098288104,-0.288071066,#d62728
-0.11710129,0.032447804,-0.0448055,#d62728
-0.408749224,-0.093172794,0.178779436,#d62728
-0.274108823,0.033159678,0.230987261,#d62728
-0.435176114,-0.203454328,-0.081868555,#d62728
-0.226972159,-0.099149752,-0.262084088,#d62728
-0.179194062,0.157549713,0.13122352,#d62728
-0.025251544,0.139889188,-0.407148341,#d62728
0.811018093,-0.06046121,0.114320047,#1f77b4
-0.253331237,0.050681821,0.108284467,#d62728
0.67762498,-0.350826049,-0.022931806,#1f77b4
0.11046423,0.086277693,-0.194027138,#d62728
-0.263238685,-0.067418215,-0.292587168,#d62728
-0.269454816,-0.035536294,-0.153356692,#d62728
0.355211169,0.456635682,0.087456288,#d62728
0.13496716,0.397073917,0.045945936,#d62728
0.704831455,-0.282922374,-0.005311358,#1f77b4
0.541269831,-0.510968336,0.01752457,#1f77b4
-0.155903291,0.130106315,-0.035031068,#d62728
-0.15049613,0.069206486,-0.104426956,#d62728
-0.453441083,-0.245941636,0.073500382,#d62728
-0.231909603,0.099652274,0.147332032,#d62728
0.717666606,-0.280496019,-0.015721194,#1f77b4
-0.061607128,0.075472068,-0.244299683,#d62728
0.151751878,0.166964944,-0.211399989,#d62728
-0.285940969,-0.025095637,0.000334667,#d62728
0.062161037,0.215889235,-0.233750767,#d62728
-0.269607751,-0.080257816,0.160642142,#d62728
-0.082978871,0.05626315,-0.453713147,#d62728
